STARS-C|23-MAY-2064 21:52:11.00|71.4696876240987|-14.263822273000471|403.90410680947025
IRIDIUM 106 [+]|23-MAY-2064 21:52:11.00|-151.8762469708484|-83.79069532938473|800.1117175638237
ORBCOMM FM28 [-]|23-MAY-2064 21:52:11.00|131.00521178182458|4.859717806761459|795.2196436112072
AMC-11 (GE-11)|23-MAY-2064 21:52:11.00|-60.26239464699199|0.04585352709397973|35783.9249300807
IRIDIUM 114 [+]|23-MAY-2064 21:52:11.00|-7.203368015994776|2.966651003782563|788.0520560630184
GLOBALSTAR M078 [+]|23-MAY-2064 21:52:11.00|-34.535707544671595|-50.47547841165481|1432.6347629485954
LEMUR-2-JEFF|23-MAY-2064 21:52:11.00|94.55312742062367|41.68875749761952|279.15704309776993
IRIDIUM 86 [+]|23-MAY-2064 21:52:11.00|138.48106205289662|28.684173924375806|790.5363640469614
LANDSAT 8|23-MAY-2064 21:52:11.00|79.12835061952902|-23.088003268066867|715.012716976682
LANDSAT 7|23-MAY-2064 21:52:11.00|-98.58008433938733|32.09488538145991|716.0911400124505
GLOBALSTAR M039 [-]|23-MAY-2064 21:52:11.00|-135.58085519384227|-19.76725629855806|1424.3949965720121
GLOBALSTAR M094 [+]|23-MAY-2064 21:52:11.00|129.72050927816954|-12.557685199739405|1424.707641394919
GLOBALSTAR M047 [-]|23-MAY-2064 21:52:11.00|-165.5832686225337|35.15580388867526|2001.2801208417195
GLOBALSTAR M086 [+]|23-MAY-2064 21:52:11.00|-78.28653121109059|20.555160446581336|1420.210010775896
GLOBALSTAR M055 [-]|23-MAY-2064 21:52:11.00|81.87798980840552|28.401407622437258|1570.3196539593864
SDO|23-MAY-2064 21:52:11.00|-33.333473749265806|-27.631719549995044|35799.28037349584
GLOBALSTAR M063 [+]|23-MAY-2064 21:52:11.00|-34.441112054245025|49.04053035539433|1430.227504169974
FLOCK 2E'-8|23-MAY-2064 21:52:11.00|-101.32102236389213|-10.03235785296817|383.3970014651377
FLOCK 2E'-9|23-MAY-2064 21:52:11.00|-169.5859535169426|47.40646454803908|384.66571497284076
IRIDIUM 16 [-]|23-MAY-2064 21:52:11.00|-50.841436419320594|-72.59752666303913|789.9800416386852
IRIDIUM 55 [+]|23-MAY-2064 21:52:11.00|71.72319309539301|58.76438238317178|795.1335573358319
IRIDIUM 63 [-]|23-MAY-2064 21:52:11.00|15.723906566279325|-11.957921772624134|788.0553383955748
MEGHA-TROPIQUES|23-MAY-2064 21:52:11.00|-43.31976227119608|8.549856423474566|869.089017923794
GPS BIIR-8  (PRN 16)|23-MAY-2064 21:52:11.00|61.79838825039914|42.90323392884381|20250.594885755545
DUBAISAT-2|23-MAY-2064 21:52:11.00|-140.11015321991255|-77.8121711206391|600.6991887482609
TECHSAT 1B (GO-32)|23-MAY-2064 21:52:11.00|-167.17125665978728|80.48471412164163|834.2246387374635
DUBAISAT-1|23-MAY-2064 21:52:11.00|-137.52357367945933|37.940238033928644|675.2788722505438
ORBCOMM FM12 [+]|23-MAY-2064 21:52:11.00|-90.23922200636586|18.350015273313307|776.8209233559337
SMAP|23-MAY-2064 21:52:11.00|-173.1328121070892|-36.17265838884413|697.3986309629627
GLOBALSTAR M024 [-]|23-MAY-2064 21:52:11.00|-31.383281056736188|44.13819787784426|2126.3176602815865
GPS BIIR-6  (PRN 14)|23-MAY-2064 21:52:11.00|75.10998524902357|-54.97207719427746|19982.479075060153
GLOBALSTAR M040 [-]|23-MAY-2064 21:52:11.00|-100.37680269458103|51.942420231620105|1431.818818733158
KAZEOSAT 2|23-MAY-2064 21:52:11.00|76.36702224086227|-52.249136372184495|629.2806577518595
IRIS|23-MAY-2064 21:52:11.00|-5.606198625201344|-56.95349005525039|661.4304693574823
KAZEOSAT 1|23-MAY-2064 21:52:11.00|-97.63188276378523|-11.757971355631447|763.2876838179145
INTELSAT 906 (IS-906)|23-MAY-2064 21:52:11.00|134.8091133512097|0.002393150526433693|35809.03008188483
INTELSAT 19 (IS-19)|23-MAY-2064 21:52:11.00|-123.2764609243263|0.008566987444969388|35788.35370055472
FLOCK 2E'-2|23-MAY-2064 21:52:11.00|169.94235103637118|51.173248953221105|389.1899167905949
IRIDIUM 920 [-]|23-MAY-2064 21:52:11.00|167.8740771627896|-70.96717600222864|775.7776094039627
INTELSAT 26 (IS-26)|23-MAY-2064 21:52:11.00|135.1613624742911|3.255589394876654|35811.49143947334
FLOCK 2E'-3|23-MAY-2064 21:52:11.00|115.71715576033861|41.63297891253566|388.3567820366443
COSMOS 2463 [+]|23-MAY-2064 21:52:11.00|-39.44609423105961|31.662757494141367|981.0752170404548
FLOCK 2E'-1|23-MAY-2064 21:52:11.00|-86.78365783537181|-25.195572422443362|385.56812604348306
ORBCOMM FM105 [+]|23-MAY-2064 21:52:11.00|14.252106270943571|-0.13695738876804683|759.2998166514235
FLOCK 2E'-6|23-MAY-2064 21:52:11.00|-134.81414917950013|29.82522653944127|386.55005267833076
FLOCK 2E'-7|23-MAY-2064 21:52:11.00|165.92988647919344|51.40724715786686|382.67699783147964
FLOCK 2E'-4|23-MAY-2064 21:52:11.00|-141.00509584923145|32.98491245828504|383.68620730987277
FLOCK 2E'-5|23-MAY-2064 21:52:11.00|-102.77353633446023|-4.5053938810690015|388.543892408562
DIRECTV 7S|23-MAY-2064 21:52:11.00|-48.306808524591865|-0.006788122157449555|35783.527286544384
DIRECTV 4S|23-MAY-2064 21:52:11.00|-30.438509589201892|-0.0010489033619360169|35790.9356639908
